BuildingName,BuildingAddress,BuildingType,BuildingSize,PublicSector,YearObtainedTOP_CSC,GreenMarkYearofAward,GreenMarkRating,GreenMarkStatus,GrossFloorArea_M2,PercentageOfAirconditionedFloorArea,AverageMonthlyBuildingOccupancyRate_percentage,NumberOfHotelRooms,TypeOfAirconditioningSystem,AgeOfNewestChiller_Airconditioner,CentralisedAirconditioningPlantEfficiency_kWRT,YearOfLastChillerPlantAuditHealthCheck,PercentageUsageOfLED,InstallationOfSolarPV,EUI2015_kWhM2Yr,EUI2016_kWhM2Yr,EUI2017_kWhM2Yr,EUIPerformanceComparedToPreviousYear,Benchmarking_EUI_Quartile,VoluntaryDisclosure,BuildingAge,TotalEnergy2017
PRUDENTIAL TOWER,"30 CECIL STREET, SINGAPORE 049712",Office Building,Large,No,1998,2013,GoldPlus,Yes,27699,100,95,,Water Cooled Chilled Water Plant,1,0.65,2017,0,N,208,183.3,174.6,Improved,2nd Quartile,Y,20,4836245.399999999
GRAND IMPERIAL HOTEL,"3 BELILIOS ROAD, SINGAPORE 219924",Hotel,Large,No,2015,,Not Certified,No,10803,83,35,328,"Others (Split Units, Unitary Systems)",7,,,90,N,349.2,273.8,290.1,Worsened,3rd Quartile,Y,3,3133950.3000000003
,,Retail Building,Large,,,,,No,,,,,,,,,,,699,644.9,651,Worsened,Bottom Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,166.5,163.2,137.1,Improved,2nd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,109.2,110.7,67.9,Improved,Top Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,178.8,135.9,117.5,Improved,Top Quartile,N,,
,,Office Building,Large,,,,,No,,,,,,,,,,,158.1,153.2,141,Improved,Top Quartile,N,,
BULKHAUL HOUSE,"67 BEACH ROAD, SINGAPORE 189688",Office Building,Small,No,2009,,Not Certified,No,2118,90,100,,"Others (Split Units, Unitary Systems)",6,,,0,N,237.8,240.3,233.4,Improved,3rd Quartile,Y,9,494341.2
THE PROSPEX,"108 MIDDLE ROAD, SINGAPORE 188967",Office Building,Small,No,2015,,Not Certified,No,3883,73,70,,Water Cooled Chilled Water Plant,20,,,0,N,29.5,91.8,148.6,Worsened,2nd Quartile,Y,3,577013.7999999999
,"3 HAVELOCK SQUARE, SINGAPORE 059725",Office Building,Small,Yes,2001,,Not Certified,No,10700,85,100,,"Others (Split Units, Unitary Systems)",1,,,31,N,165.7,153.1,142.5,Improved,2nd Quartile,Y,17,1524750
MSF BUILDING,"512 THOMSON ROAD, SINGAPORE 298136",Office Building,Large,Yes,1986,,Not Certified,No,19761,55,100,,Water Cooled Chilled Water Plant,10,0.91,2010,80,N,188.3,186.5,145.6,Improved,Top Quartile,Y,32,2877201.6
SLF BUILDING,"510 THOMSON ROAD, SINGAPORE 298135",Office Building,Large,No,1986,,Not Certified,No,21090,81,90,,Water Cooled Chilled Water Plant,10,0.88,2010,80,N,166.6,159.3,148.8,Improved,Top Quartile,Y,32,3138192.0000000005
SLF PODIUM,"512A THOMSON ROAD, SINGAPORE 298137",Office Building,Small,No,1986,,Not Certified,No,1882,100,100,,Water Cooled Chilled Water Plant,10,0.91,2010,0,N,58.2,40.4,35.4,Improved,Top Quartile,Y,32,66622.8
,"514 THOMSON ROAD, SINGAPORE 298179",Office Building,Small,No,1986,,Not Certified,No,1882,100,100,,Water Cooled Chilled Water Plant,10,0.88,2010,90,N,1867.4,1785.5,1667.7,Improved,Bottom Quartile,Y,32,3138611.4
BURLINGTON SQUARE,"175 BENCOOLEN STREET, SINGAPORE 189649",Office Building,Small,No,1998,,Not Certified,No,11080,100,95,,"Others (Split Units, Unitary Systems)",17,,,0,N,266.8,255.7,268.1,Worsened,Bottom Quartile,Y,20,2970548.0000000005
SIA COMPUTER CENTRE,"722 UPPER CHANGI ROAD EAST, SINGAPORE 486854",Office Building,Small,No,1983,,Not Certified,No,12135,72,100,,Water Cooled Chilled Water Plant,15,,,0,N,1217.8,1083.7,1014.7,Improved,Bottom Quartile,Y,35,12313384.5
FAR EAST SHOPPING CENTRE,"545 ORCHARD ROAD, SINGAPORE 238882",Mixed Development,,No,1970,,Not Certified,No,17592,85,90,,Water Cooled Chilled Water Plant,17,1.18,2015,90,N,325.7,314.5,303.9,Improved,3rd Quartile,Y,48,5346208.8
JEM,"50 JURONG GATEWAY ROAD, SINGAPORE 608549",Retail Building,Large,No,2013,2016,Platinum,Yes,108169,96,80,,Water Cooled Chilled Water Plant,4,0.55,2016,10,N,350.1,347.2,341.1,Improved,2nd Quartile,Y,5,36896445.900000006
HAVELOCK2,"2 HAVELOCK ROAD, SINGAPORE 059763",Retail Building,Large,No,2016,,Not Certified,No,19970,83,27,,"Others (Split Units, Unitary Systems)",1,,,55,N,26.7,49.5,188.7,Worsened,Top Quartile,Y,2,3768339
JURONG POINT,"1 JURONG WEST CENTRAL 2, SINGAPORE 648886",Retail Building,Large,No,2002,2016,Gold,Yes,51095,90,99,,Water Cooled Chilled Water Plant,1,0.63,2014,20,N,514.4,509.7,519.8,Worsened,Bottom Quartile,Y,16,26559180.999999996
LEISURE PARK KALLANG,"5 STADIUM WALK, SINGAPORE 397693",Retail Building,Large,No,2009,,Not Certified,No,25642,71,95,,Water Cooled Chilled Water Plant,8,,,20,N,452,449.1,458.6,Worsened,3rd Quartile,Y,9,11759421.200000001
RUCKSACK INN @ MACKENZIE,"15 MACKENZIE ROAD, SINGAPORE 228677",Hotel,Small,No,2012,,Not Certified,No,1117,87,80,40,Water Cooled Packaged Unit,,,,25,N,341,345.7,354.4,Worsened,Bottom Quartile,Y,6,395864.8
JURONG SPRING COMMUNITY CLUB,"8 JURONG WEST STREET 52, SINGAPORE 649296",Office Building,Small,Yes,2002,,Not Certified,No,4549,11,50,,"Others (Split Units, Unitary Systems)",12,,,0,N,203.5,200.1,201.8,Worsened,3rd Quartile,Y,16,917988.2000000001
,,Healthcare Facility,,,,,,No,,,,,,,,,,,229.3,231.8,224.7,Improved,,,,
THE SCARLET HOTEL,"33 ERSKINE ROAD, SINGAPORE 069333",Hotel,Small,No,2004,,Not Certified,No,3038,100,80,80,"Others (Split Units, Unitary Systems)",3,,,20,N,490.3,445.2,430.9,Improved,Bottom Quartile,Y,14,1309074.2
,,Healthcare Facility,,,,,,No,,,,,,,,,,,385.3,394.5,381.3,Improved,,,,
YUHUA COMMUNITY CLUB,"90 BOON LAY WAY, SINGAPORE 609958",Office Building,Small,Yes,2002,,Not Certified,No,5834,12,50,,"Others (Split Units, Unitary Systems)",1,,,0,N,0,38.7,56.8,Worsened,Top Quartile,Y,16,331371.2
KEMBANGAN PLAZA,"18 JALAN MASJID, SINGAPORE 418944",Office Building,Small,No,1993,,Not Certified,No,3661,100,100,,"Others (Split Units, Unitary Systems)",7,,,0,N,289.5,299.5,276,Improved,Bottom Quartile,Y,25,1010436
,,Retail Building,Large,,,,,Yes,,,,,,,,,,,486,475.7,465.6,Improved,3rd Quartile,N,,
HDB CENTRE OF BUILDING RESEARCH,"10 WOODLANDS AVENUE 8, SINGAPORE 738973",Office Building,Large,Yes,2000,2014,Platinum,Yes,20175,15,80,,"Others (Split Units, Unitary Systems)",5,,,90,Y,41.2,42.5,38.8,Improved,Top Quartile,Y,18,782790
,,Retail Building,Small,,,,,Yes,,,,,,,,,,,428.5,378,317.6,Improved,2nd Quartile,N,,
,,Office Building,Large,,,,,No,,,,,,,,,,,356.8,358,361.6,Worsened,Bottom Quartile,N,,
,,Educational Institution,,,,,,No,,,,,,,,,,,250,262.4,255.3,Improved,,,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,539.4,517.8,503.2,Improved,,,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,770.6,807.8,635.2,Improved,,,,
CHANGI CITY,"5 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486038",Retail Building,Large,No,2011,2011,GoldPlus,Yes,28463,98,100,,Water Cooled Chilled Water Plant,6,0.65,2011,15,N,522.1,490.4,459.4,Improved,3rd Quartile,Y,7,13075902.2
,,Healthcare Facility,,,,,,No,,,,,,,,,,,76.8,81.8,75,Improved,,,,
,,Healthcare Facility,,,,,,No,,,,,,,,,,,89.9,98.9,96.2,Improved,,,,
VALLEY POINT,"491 RIVER VALLEY ROAD, SINGAPORE 248371",Office Building,Large,No,1998,2016,Gold,Yes,27291,99,80,,"Others (Split Units, Unitary Systems)",19,0.92,2015,100,N,478.6,474.7,456.1,Improved,Bottom Quartile,Y,20,12447425.100000001
POSB REGIONAL CENTRE,"42 UPPER EAST COAST ROAD, SINGAPORE 455213",Retail Building,Small,No,1987,,Not Certified,No,1829,84,90,,"Others (Split Units, Unitary Systems)",12,,,60,N,280.2,287.7,232.4,Improved,2nd Quartile,Y,31,425059.60000000003
,"135 BUKIT TIMAH ROAD, SINGAPORE 229837",Office Building,Small,No,1993,,Not Certified,No,3811,84,75,,"Others (Split Units, Unitary Systems)",6,,,0,N,233.6,230.8,206.4,Improved,3rd Quartile,Y,25,786590.4
SPRINGLEAF TOWER,"3 ANSON ROAD, SINGAPORE 079909",Office Building,Large,No,2003,,Not Certified,No,33846,100,88,,"Others (Split Units, Unitary Systems)",14,,,0,N,263.7,241.6,224.8,Improved,3rd Quartile,Y,15,7608580.800000001
THE ODEON KATONG,"11 EAST COAST ROAD, SINGAPORE 428722",Retail Building,Small,No,1983,,Not Certified,No,3717,100,100,,Water Cooled Chilled Water Plant,8,,,0,N,433.6,425.2,428.8,Worsened,3rd Quartile,Y,35,1593849.6
VISTA POINT,"548 WOODLANDS DRIVE 44, SINGAPORE 730548",Retail Building,Small,Yes,1999,2011,Gold,Yes,11260,43,100,,"Others (Split Units, Unitary Systems)",10,,,0,N,470.8,467.4,471.4,Worsened,3rd Quartile,Y,19,5307964
JOO CHIAT COMPLEX,"1 JOO CHIAT ROAD, SINGAPORE 420001",Retail Building,Large,Yes,1982,2017,Platinum,Yes,25347,91,100,,Water Cooled Chilled Water Plant,1,0.77,,100,N,287.1,268.1,214.4,Improved,Top Quartile,Y,36,5434396.8
DEPOT HEIGHTS SHOPPING CENTRE,"108 DEPOT ROAD, SINGAPORE 100108",Retail Building,Small,Yes,2004,2015,Gold,Yes,10700,37,100,,"Others (Split Units, Unitary Systems)",10,,,0,N,167.2,164.2,154.5,Improved,2nd Quartile,Y,14,1653150
CRASCO BUILDING,"11 BEACH ROAD, SINGAPORE 189675",Office Building,Small,No,1984,,Not Certified,No,3880,82,84,,"Others (Split Units, Unitary Systems)",12,,,0,N,156.5,187.6,185.1,Improved,2nd Quartile,Y,34,718188
NEW PHOENIX PARK,"28 IRRAWADDY ROAD, SINGAPORE 329560",Office Building,Large,Yes,2001,,Not Certified,No,99091,78,100,,Water Cooled Chilled Water Plant,16,1.11,2013,0,N,374.4,378.3,348.7,Improved,Bottom Quartile,Y,17,34553031.699999996
EASTGATE,"46 EAST COAST ROAD, SINGAPORE 428766",Office Building,Small,No,1999,,Not Certified,No,7386,94,100,,Air Cooled Chilled Water Plant,3,,,0,N,78.4,81.8,75.7,Improved,Top Quartile,Y,19,559120.2000000001
,"3 TAMPINES GRANDE, SINGAPORE 528799",Office Building,Large,No,2002,,Not Certified,No,15345,88,100,,"Others (Split Units, Unitary Systems)",5,0.87,,25,N,277.3,303.9,287.6,Improved,Bottom Quartile,Y,16,4413222
,"120 ROBINSON ROAD, SINGAPORE 068913",Office Building,Small,No,2007,,Not Certified,No,7428,91,100,,"Others (Split Units, Unitary Systems)",10,,,0,N,225.5,236.7,206.5,Improved,3rd Quartile,Y,11,1533882
,"22 MARTIN ROAD, SINGAPORE 239058",Office Building,Small,No,2012,,Not Certified,No,3465,90,90,,"Others (Split Units, Unitary Systems)",5,,,0,N,317.2,296.2,292.2,Improved,Bottom Quartile,Y,6,1012473
MOUNT EMILY HOTEL,"10A UPPER WILKIE ROAD, SINGAPORE 228119",Hotel,Small,No,1994,,Not Certified,No,2652,99,75,64,"Others (Split Units, Unitary Systems)",2,,,0,N,205.9,208.8,203,Improved,2nd Quartile,Y,24,538356
THE REGENT SINGAPORE,"1 CUSCADEN ROAD, SINGAPORE 249715",Hotel,Large,No,1982,2008,GoldPlus,Yes,42483,65,80,440,Water Cooled Chilled Water Plant,16,1.13,2015,35,N,297.9,301,294.8,Improved,3rd Quartile,Y,36,12523988.4
,,Hotel,Large,,,,,Yes,,,,,,,,,,,180.3,171,162.3,Improved,Top Quartile,N,,
,"4545 JALAN BUKIT MERAH, SINGAPORE 159466",Office Building,Small,Yes,1975,,Not Certified,No,2289,87,100,,"Others (Split Units, Unitary Systems)",11,,,0,N,139,126.3,121.9,Improved,Top Quartile,Y,43,279029.10000000003
,"75 AIRPORT BOULEVARD, SINGAPORE 819664",Hotel,Large,No,2008,2008,Certified,Yes,41099,100,80,563,Water Cooled Chilled Water Plant,8,,,50,N,278.7,278.6,220.6,Improved,Top Quartile,Y,10,9066439.4
FAR EASTERN BANK BUILDING,"156 CECIL STREET, SINGAPORE 069544",Office Building,Small,No,1991,,Not Certified,No,11315,78,97,,Water Cooled Chilled Water Plant,1,,,5,N,194.2,201.9,177.6,Improved,2nd Quartile,Y,27,2009544
,,Educational Institution,,,,,,Yes,,,,,,,,,,,196.5,211,231.9,Worsened,,,,
,,Educational Institution,,,,,,No,,,,,,,,,,,114.6,128.6,120.4,Improved,,,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,138.1,131.5,115.5,Improved,,,,
,,Educational Institution,,,,,,No,,,,,,,,,,,90.3,94.5,53,Improved,,,,
THE 101,"101 BEACH ROAD, SINGAPORE 189703",Office Building,Small,No,1970,,Not Certified,No,3546,28,100,,Water Cooled Packaged Unit,9,,,100,N,257.5,224.5,194.9,Improved,3rd Quartile,Y,48,691115.4
NAUMI LIORA,"55 KEONG SAIK ROAD, SINGAPORE 089158",Hotel,Small,No,2012,,Not Certified,No,2436,98,68,79,"Others (Split Units, Unitary Systems)",3,,,20,N,337.8,317.7,274,Improved,3rd Quartile,Y,6,667464
NAUMI,"41 SEAH STREET, SINGAPORE 188396",Hotel,Small,No,1990,2012,Gold,Yes,3560,100,80,73,"Others (Split Units, Unitary Systems)",5,,,95,N,321.5,339.4,368.9,Worsened,Bottom Quartile,Y,28,1313284
,,Hotel,Small,,,,,No,,,,,,,,,,,161.3,178.2,187.1,Worsened,2nd Quartile,N,,
,,Educational Institution,,,,,,No,,,,,,,,,,,113.4,118,114.2,Improved,,,,
,,Hotel,Small,,,,,No,,,,,,,,,,,62.5,104.5,99,Improved,Top Quartile,N,,
THE GRANDSTAND,"200 TURF CLUB ROAD, SINGAPORE 287994",Retail Building,Large,No,1994,,Not Certified,No,90517,58,90,,"Others (Split Units, Unitary Systems)",5,,,15,N,211,210.3,200.2,Improved,Top Quartile,Y,24,18121503.4
LE PERANAKAN HOTEL,"400 EAST COAST ROAD, SINGAPORE 428996",Hotel,Small,No,2009,,Not Certified,No,1005,85,70,65,"Others (Split Units, Unitary Systems)",0,,,0,N,152.2,143.4,131.5,Improved,Top Quartile,Y,9,132157.5
LAI NGUANG BUILDING,"36 SOUTH BRIDGE ROAD, SINGAPORE 058670",Hotel,Small,No,2013,,Not Certified,No,513,83,70,17,"Others (Split Units, Unitary Systems)",1,,,0,N,274.5,182,107.8,Improved,Top Quartile,Y,5,55301.4
INCOME AT TAMPINES POINT,"2 TAMPINES CENTRAL 6, SINGAPORE 529483",Office Building,Small,No,1999,,Not Certified,No,10950,80,90,,"Others (Split Units, Unitary Systems)",17,,,0,N,249,251.9,237.5,Improved,3rd Quartile,Y,19,2600625
,,Office Building,Large,,,,,Yes,,,,,,,,,,,314.6,293.2,186.5,Improved,2nd Quartile,N,,
INCOME CENTRE,"75 BRAS BASAH ROAD, SINGAPORE 189557",Office Building,Small,No,1990,,Not Certified,No,8975,73,100,,"Others (Split Units, Unitary Systems)",11,,,0,N,352.2,339.7,329.7,Improved,Bottom Quartile,Y,28,2959057.5
EASTPOINT MALL,"3 SIMEI STREET 6, SINGAPORE 528833",Retail Building,Large,No,2014,,Not Certified,No,29002,86,90,,Water Cooled Chilled Water Plant,2,0.66,2016,87,N,450.3,474.4,466,Improved,3rd Quartile,Y,4,13514932
INCOME AT PRINSEP,"30 PRINSEP STREET, SINGAPORE 188647",Mixed Development,,No,2013,2016,Gold,Yes,6256,69,100,,"Others (Split Units, Unitary Systems)",3,0.73,2017,33,N,258.6,253.5,240.7,Improved,2nd Quartile,Y,5,1505819.2
BEDOK POINT,"799 NEW UPPER CHANGI ROAD, SINGAPORE 467351",Retail Building,Small,No,2010,2014,Gold,Yes,12412,68,82,,Water Cooled Chilled Water Plant,7,0.7,,20,N,385.1,376,312.6,Improved,2nd Quartile,Y,8,3879991.2
ORCHARD BUILDING,"1 GRANGE ROAD, SINGAPORE 239693",Office Building,Small,No,1998,,Not Certified,No,11380,100,100,,Water Cooled Chilled Water Plant,19,,,55,N,417.4,433.1,410.8,Improved,Bottom Quartile,Y,20,4674904
PENINSULA PLAZA,"111 NORTH BRIDGE ROAD, SINGAPORE 179098",Mixed Development,,No,1985,,Not Certified,No,50051,88,95,,Water Cooled Chilled Water Plant,5,1.14,2016,0,N,250.5,267.1,253.9,Improved,2nd Quartile,Y,33,12707948.9
,,Office Building,Large,,,,,Yes,,,,,,,,,,,140.9,143.8,147.2,Worsened,Top Quartile,N,,
,,Healthcare Facility,,,,,,No,,,,,,,,,,,53.5,68.7,88.3,Worsened,,,,
BEDOK MALL,"311 NEW UPPER CHANGI ROAD, SINGAPORE 467360",Retail Building,Large,No,2013,2013,Platinum,Yes,31356,97,100,,Water Cooled Chilled Water Plant,4,0.57,2017,70,Y,593.4,610.7,607.1,Improved,Bottom Quartile,Y,5,19036227.6
LIAT TOWERS,"541 ORCHARD ROAD, SINGAPORE 238881",Mixed Development,,No,1979,,Not Certified,No,19209,74,100,,Water Cooled Chilled Water Plant,21,,,30,N,295.7,307.5,283.7,Improved,3rd Quartile,Y,39,5449593.3
UNITED HOUSE,"20 KRAMAT LANE, SINGAPORE 228773",Office Building,Small,No,1976,,Not Certified,No,5099,70,95,,Water Cooled Chilled Water Plant,39,,,0,N,136.3,108.4,107,Improved,Top Quartile,Y,42,545593
,,Healthcare Facility,,,,,,No,,,,,,,,,,,101.4,96.9,88.8,Improved,,,,
,,Healthcare Facility,,,,,,No,,,,,,,,,,,121.2,119.1,110.9,Improved,,,,
,,Healthcare Facility,,,,,,No,,,,,,,,,,,358,316.2,324.7,Worsened,,,,
MAJLIS UGAMA ISLAM SINGAPURA,"273 BRADDELL ROAD, SINGAPORE 579702",Office Building,Large,Yes,2009,,Not Certified,No,20211,35,100,,"Others (Split Units, Unitary Systems)",8,,,0,N,57.6,66.9,65,Improved,Top Quartile,Y,9,1313715
,,Healthcare Facility,,,,,,No,,,,,,,,,,,86.1,92.7,90.8,Improved,,,,
,,Office Building,Small,,,,,No,,,,,,,,,,,177.7,156.5,218.5,Worsened,3rd Quartile,N,,
SHANGRI-LAS RASA SENTOSA RESORT & SPA,"101 SILOSO ROAD, SINGAPORE 098970",Hotel,Large,No,1993,,Not Certified,No,42009,86,90,454,Water Cooled Chilled Water Plant,10,0.73,2017,30,N,265.2,267.1,268.1,Worsened,3rd Quartile,Y,25,11262612.9
SHAW HOUSE,"350 ORCHARD ROAD, SINGAPORE 238868",Office Building,Large,No,1993,2012,Gold,Yes,49048,53,90,,Water Cooled Chilled Water Plant,1,0.65,2016,8,N,292.3,280.4,267.5,Improved,Bottom Quartile,Y,25,13120340
THE ORIENTAL PLAZA,"291 NEW BRIDGE ROAD, SINGAPORE 088756",Retail Building,Small,No,1993,,Not Certified,No,5992,59,94,,Air Cooled Chilled Water Plant,20,,,0,N,403,384.8,401.7,Worsened,3rd Quartile,Y,25,2406986.4
SHAW CENTRE,"1 SCOTTS ROAD, SINGAPORE 228208",Office Building,Large,No,1975,2012,Gold,Yes,40939,88,85,,Water Cooled Chilled Water Plant,2,0.65,2016,27,N,365,379.9,366.9,Improved,Bottom Quartile,Y,43,15020519.1
MARITIME HOUSE,"120 CANTONMENT ROAD, SINGAPORE 089760",Office Building,Small,Yes,1973,,Not Certified,No,7428,49,90,46,"Others (Split Units, Unitary Systems)",4,,,10,Y,127.7,124.3,121.3,Improved,Top Quartile,Y,45,901016.4
TAMPINES MALL,"4 TAMPINES CENTRAL 5, SINGAPORE 529510",Retail Building,Large,No,1995,2013,Gold,Yes,47065,75,100,,Water Cooled Chilled Water Plant,8,0.85,2017,85,N,563.1,569.9,536.8,Improved,Bottom Quartile,Y,23,25264491.999999996
,"2 BUKIT MERAH CENTRAL, SINGAPORE 159835",Office Building,Large,Yes,1988,,Not Certified,No,23278,95,83,,Water Cooled Chilled Water Plant,13,,,5,N,257.6,269.9,264.3,Improved,Bottom Quartile,Y,30,6152375.4
,"1 KAY SIANG ROAD, SINGAPORE 248922",Office Building,Large,Yes,1960,,Not Certified,No,15091,63,83,,"Others (Split Units, Unitary Systems)",13,,,10,N,153.1,150.8,123.9,Improved,Top Quartile,Y,58,1869774.9000000001
PARKROYAL ON KITCHENER ROAD,"181 KITCHENER ROAD, SINGAPORE 208533",Hotel,Large,No,1981,2014,Platinum,Yes,37721,84,80,534,Water Cooled Chilled Water Plant,1,0.64,2014,74,N,187,182.4,180.3,Improved,Top Quartile,Y,37,6801096.300000001
CHANGI CITY,"3 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486037",Hotel,Large,No,2016,2012,GoldPlus,Yes,18975,86,84,313,Water Cooled Chilled Water Plant,5,0.64,2014,93,N,246,243.7,245,Worsened,2nd Quartile,Y,2,4648875
GOODWOOD PARK HOTEL,"16 SCOTTS ROAD, SINGAPORE 228221",Hotel,Large,No,1900,,Not Certified,No,29616,90,90,233,Water Cooled Chilled Water Plant,1,0.67,2016,70,N,326.9,305.7,279.2,Improved,3rd Quartile,Y,118,8268787.199999999
MASONIC HALL,"23A COLEMAN STREET, SINGAPORE 179806",Retail Building,Small,No,2013,,Not Certified,No,2789,65,60,,"Others (Split Units, Unitary Systems)",3,,,0,N,139.1,147,135.2,Improved,Top Quartile,Y,5,377072.8
HOTEL SNOW,"26 CAVAN ROAD, SINGAPORE 209854",Hotel,Small,No,2008,,Not Certified,No,630,87,60,32,"Others (Split Units, Unitary Systems)",11,,,100,N,142.4,138.8,152.7,Worsened,Top Quartile,Y,10,96201
ALEXANDRA CENTRAL,"321 ALEXANDRA ROAD, SINGAPORE 159971",Retail Building,Small,No,2014,2014,Certified,Yes,8677,20,45,,Water Cooled Chilled Water Plant,2,0.53,2016,0,N,438.3,550.9,585.2,Worsened,Bottom Quartile,Y,4,5077780.4
,,Office Building,Large,,,,,No,,,,,,,,,,,47,65.5,70.4,Worsened,Top Quartile,N,,
,,Healthcare Facility,,,,,,Yes,,,,,,,,,,,278.1,295.1,289.1,Improved,,,,
,,Hotel,Small,,,,,No,,,,,,,,,,,188.1,169.7,201,Worsened,2nd Quartile,N,,
CHINATOWN PLAZA,"34 CRAIG ROAD, SINGAPORE 089673",Retail Building,Small,No,1984,,Not Certified,No,4828,47,100,,Water Cooled Chilled Water Plant,30,,,0,N,330.6,334.3,325.4,Improved,2nd Quartile,Y,34,1571031.2
HERITAGE PLACE,"21 TAN QUEE LAN STREET, SINGAPORE 188108",Office Building,Small,No,1998,,Not Certified,No,1858,85,100,,"Others (Split Units, Unitary Systems)",10,,,0,N,374.2,342.6,347.1,Worsened,Bottom Quartile,Y,20,644911.8
TEMBELING CENTRE,"252 TEMBELING ROAD, SINGAPORE 423731",Office Building,Small,No,1987,,Not Certified,No,2044,91,100,,"Others (Split Units, Unitary Systems)",0,,,0,N,205.3,207,177.9,Improved,2nd Quartile,Y,31,363627.60000000003
BRIGHT CENTRE,"212 TELOK KURAU ROAD, SINGAPORE 423835",Office Building,Small,No,1974,,Not Certified,No,3406,91,100,,"Others (Split Units, Unitary Systems)",8,,,0,N,48.3,58,62.1,Worsened,Top Quartile,Y,44,211512.6
GRAND BUILDING,"17 PHILLIP STREET, SINGAPORE 048695",Office Building,Small,No,1970,,Not Certified,No,2500,93,100,,"Others (Split Units, Unitary Systems)",3,,,0,N,252.9,262.4,196.2,Improved,3rd Quartile,Y,48,490500
CES CENTRE,"171 CHIN SWEE ROAD, SINGAPORE 169877",Office Building,Small,No,2015,2016,Certified,Yes,12253,82,65,,Water Cooled Chilled Water Plant,2,,,0,N,77.9,105.2,120,Worsened,Top Quartile,Y,3,1470360
,"115 GEYLANG ROAD, SINGAPORE 389218",Hotel,Small,No,1992,,Not Certified,No,898,67,100,27,"Others (Split Units, Unitary Systems)",0,,,0,N,346.9,328.2,325.2,Improved,3rd Quartile,Y,26,292029.6
,"15 STAMFORD ROAD, SINGAPORE 178906",Hotel,Large,No,2015,,Not Certified,No,12621,97,1,157,Water Cooled Chilled Water Plant,2,,,95,N,259.7,474.3,397.8,Improved,Bottom Quartile,Y,3,5020633.8
CUSTOMS HOUSE,"70 COLLYER QUAY, SINGAPORE 049323",Mixed Development,,No,2010,,Not Certified,No,63748,95,100,497,"Others (Split Units, Unitary Systems)",0,,,30,N,519.7,524.7,499.9,Improved,Bottom Quartile,Y,8,31867625.2
SCAPE,"2 ORCHARD LINK, SINGAPORE 237978",Mixed Development,,No,2010,2017,Gold,Yes,13102,57,80,,"Others (Split Units, Unitary Systems)",7,,,30,N,369.4,363.1,369.7,Worsened,Bottom Quartile,Y,8,4843809.399999999
CITYVIBE,"3151 COMMONWEALTH AVENUE WEST, SINGAPORE 129581",Retail Building,Small,No,2009,,Not Certified,No,4325,60,95,,"Others (Split Units, Unitary Systems)",9,,,0,N,480.4,420.1,374.7,Improved,3rd Quartile,Y,9,1620577.5
THE WOODGROVE,"30 WOODLANDS AVENUE 1, SINGAPORE 739065",Retail Building,Small,No,2000,,Not Certified,No,10000,60,90,,"Others (Split Units, Unitary Systems)",2,,,0,N,305.8,300,270.5,Improved,2nd Quartile,Y,18,2705e3
,"260 TANJONG PAGAR ROAD, SINGAPORE 088542",Office Building,Small,No,1989,,Not Certified,No,4024,92,85,,"Others (Split Units, Unitary Systems)",5,,,25,N,162.5,165.7,155.1,Improved,2nd Quartile,Y,29,624122.4
BANK OF SINGAPORE CENTRE,"63 MARKET STREET, SINGAPORE 048942",Office Building,Large,No,2000,,Not Certified,No,18275,99,60,,"Others (Split Units, Unitary Systems)",10,,,10,N,423,442.4,455.5,Worsened,Bottom Quartile,Y,18,8324262.5
,"427 RACE COURSE ROAD, SINGAPORE 218673",Hotel,Small,No,2007,,Not Certified,No,317,100,60,15,"Others (Split Units, Unitary Systems)",19,,,100,N,214.3,234.1,19.2,Improved,Top Quartile,Y,11,6086.4
,"181 UPPER THOMSON ROAD, SINGAPORE 574331",Retail Building,Small,No,2013,2014,Gold,Yes,578,95,80,,Water Cooled Packaged Unit,1,,,40,Y,296.8,289.3,277,Improved,2nd Quartile,Y,5,160106
FIVE/6 HOTEL SPLENDOUR,"5 LORONG 6 GEYLANG, SINGAPORE 399167",Hotel,Small,No,1995,,Not Certified,No,2380,64,41,70,"Others (Split Units, Unitary Systems)",11,,,90,N,131.4,22.9,123.7,Worsened,Top Quartile,Y,23,294406
,"51 IMBIAH WALK, SINGAPORE 099538",Hotel,Large,No,2006,,Not Certified,No,8651,78,68,196,Water Cooled Chilled Water Plant,3,0.86,2014,20,N,252,260.6,261.5,Worsened,2nd Quartile,Y,12,2262236.5
,,Educational Institution,,,,,,Yes,,,,,,,,,,,90.9,76.9,73.2,Improved,,,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,70.4,75.1,74.4,Improved,,,,
